Name,Has_Broader,Broader_Term
Phylica strigosa,yes,Phylica
Phyllanthus grandifolius,yes,Phyllanthus
Phyllocladus aspleniifolius,yes,Phyllocladus
Phylloglossum,yes,LYCOPODIACEAE
Phylloglossum drummondii,yes,Phylloglossum
Phyllostachys rigida,yes,Phyllostachys
Phytolacca decandra,yes,Phytolacca
Piaranthus cornutus,yes,Piaranthus
Piaranthus pillansii var. inconstans,no,
Picea asperata,yes,Picea
Picea jezoensis,yes,Picea
Picea obovata,yes,Picea
Picea orientalis,yes,Picea
Picramnia matudae,yes,Picramnia
Picrodendron,yes,PICRODENDRACEAE
Picrodendron macrocarpum,yes,Picrodendron
Pilea globosa,yes,Pilea
Pilea nitida,yes,Pilea
Pileanthus,yes,MYRTACEAE
Pileanthus filifolius,yes,Pileanthus
Pilea nummulariifolia,yes,Pilea
Pilea serpyllacea,yes,Pilea
Pilea tetraphylla,yes,Pilea
Pimelea physodes,yes,Pimelea
Pimelea rosea,yes,Pimelea
Pinaropappus,yes,ASTERACEAE
Pinaropappus roseus,yes,Pinaropappus
Pinguicula heterophylla,yes,Pinguicula
Pinguicula macrophylla,yes,Pinguicula
Pinguicula planifolia,yes,Pinguicula
Pinus aristata,yes,Pinus
Pinus brutia,yes,Pinus
Pinus clausa,yes,Pinus
Pinus douglasiana,yes,Pinus
Pinus eldarica,yes,Pinus
Pinus elliottii,yes,Pinus
Pinus flexilis,yes,Pinus
Pinus greggii,yes,Pinus
Pinus herrerae,yes,Pinus
Pinus insularis,yes,Pinus
Pinus italica,yes,Pinus
Pinus longifolia,yes,Pinus
Pinus lumholtzii,yes,Pinus
Pinus palustris,yes,Pinus
Pinus parviflora Siebold &amp; Zucc. var. pentaphylla (Mayr) Henry,yes,Pinus parviflora Siebold &amp; Zucc.
Pinus pityusa,yes,Pinus
Pinus pityusa var. stankewiczii,yes,Pinus pityusa
Pinus pumila (Pall.) Regel,yes,Pinus
Pinus radiata var. binata,yes,Pinus radiata
Pinus resinosa,yes,Pinus
Pinus sibirica,yes,Pinus
Pinus taeda,yes,Pinus
Pinus taiwanensis,yes,Pinus
Pinus teocote,yes,Pinus
Piper betle,yes,Piper
Pistacia chinensis,yes,Pistacia
Pistacia integerrima,yes,Pistacia
Pistacia vera,yes,Pistacia
Pistorinia,yes,CRASSULACEAE
Pitcairnia latifolia,yes,Pitcairnia
Pitcairnia pungens,yes,Pitcairnia
Pithecellobium dulce,yes,Pithecellobium
Pithecoctenium cynanchoides,yes,Pithecoctenium
Pittosporum glabratum,yes,Pittosporum
Pittosporum heterophyllum,yes,Pittosporum
Pittosporum phillyreoides,yes,Pittosporum
Pittosporum rhombifolium,yes,Pittosporum
Pittosporum senacia,yes,Pittosporum
Pittosporum undulatum,yes,Pittosporum
Pityrodia,yes,LAMIACEAE
Pityrodia axillaris,yes,Pityrodia
Pityrogramma,yes,PTERIDACEAE
Pityrogramma ferruginea,yes,Pityrogramma
Pityrogramma triangularis,yes,Pityrogramma
Pityrogramma triangularis var. maxonii,yes,Pityrogramma triangularis
Pityrogramma triangularis var. pallida,yes,Pityrogramma triangularis
Pityrogramma triangularis var. viscosa,yes,Pityrogramma triangularis
Plagianthus betulinus,yes,Plagianthus
Plagiobothrys mollis,yes,Plagiobothrys
Plagiobothrys nothofulvus,yes,Plagiobothrys
Plagiobothrys undulatus,yes,Plagiobothrys
Plagiogyria euphlebia,yes,Plagiogyria
Plagiogyria semicordata,yes,Plagiogyria
Plantago hookeriana,yes,Plantago
Plantago hookeriana var. californica,yes,Plantago hookeriana
Plantago lanceolata,yes,Plantago
Plantago limensis,yes,Plantago
Platylepis,yes,ORCHIDACEAE
Platylepis polyadenia,yes,Platylepis
Platystele compacta,yes,Platystele
Platytheca,yes,ELAEOCARPACEAE
Platytheca verticillata,yes,Platytheca
Plectranthus stenophyllus,yes,Plectranthus
Plectrelminthus,yes,ORCHIDACEAE
Plectrelminthus caudatus,yes,Plectrelminthus
Pleione hookeriana,yes,Pleione
Pleione humilis,yes,Pleione
Pleione maculata,yes,Pleione
Pleiospilos brevisepalus,yes,Pleiospilos
Pleiospilos peersii,yes,Pleiospilos
Pleopeltis angustifolia,yes,Pleopeltis
Pleopeltis onoei,yes,Pleopeltis
Pleopeltis thunbergiana,yes,Pleopeltis
Pleopeltis tosaensis,yes,Pleopeltis
Pleurothallis amparoana,yes,Pleurothallis
Pleurothallis barbata,yes,Pleurothallis
Pleurothallis carioi,yes,Pleurothallis
Pleurothallis chrysantha,yes,Pleurothallis
Pleurothallis circumplexa,yes,Pleurothallis
Pleurothallis cubensis,yes,Pleurothallis
Pleurothallis decurrens,yes,Pleurothallis
Pleurothallis flexuosa,yes,Pleurothallis
Pleurothallis lateritia,yes,Pleurothallis
Pleurothallis leptantha,yes,Pleurothallis
Pleurothallis linguifera,yes,Pleurothallis
Pleurothallis macrocardia,yes,Pleurothallis
Pleurothallis mantiquyrana,yes,Pleurothallis
Pleurothallis pedunculata,yes,Pleurothallis
Pleurothallis phalangifera,yes,Pleurothallis
Pleurothallis saurocephala,yes,Pleurothallis
Pleurothallis scabrata,yes,Pleurothallis
Pleurothallis schiedei,yes,Pleurothallis
Pleurothallis serripetala,yes,Pleurothallis
Pleurothallis truxillensis,yes,Pleurothallis
Pleurothallis vittata,yes,Pleurothallis
Pleurothallis wilsonii,yes,Pleurothallis
Pleurothallis xanthochlora,yes,Pleurothallis
Pleurothallis xanthophthalma,yes,Pleurothallis
Poa alpina,yes,Poa
Podocarpus polystachyus,yes,Podocarpus
Podolepis hieracioides,yes,Podolepis
Podolepis jaceoides,yes,Podolepis
Podolepis robusta,yes,Podolepis
Podotheca,yes,ASTERACEAE
Podotheca angustifolia,yes,Podotheca
Polemonium occidentale,yes,Polemonium
Polemonium parvifolium,yes,Polemonium
Pollichia,yes,CARYOPHYLLACEAE
Pollichia campestris,yes,Pollichia
Polycycnis,yes,ORCHIDACEAE
Polycycnis barbata,yes,Polycycnis
Polygala nyikensis,yes,Polygala
Polygala producta,yes,Polygala
Polygonatum hookeri,yes,Polygonatum
Polygonatum officinale,yes,Polygonatum
Polypodium affine,yes,Polypodium
Polypodium brevifolium,yes,Polypodium
Polypodium conzattii,yes,Polypodium
Polypodium cordatum,yes,Polypodium
Polypodium eatonii,yes,Polypodium
Polypodium feei,yes,Polypodium
Polypodium friedrichsthalianum,yes,Polypodium
Polypodium gilliesii,yes,Polypodium
Polypodium heterophyllum,yes,Polypodium
Polypodium insigne,yes,Polypodium
Polypodium lachniferum,yes,Polypodium
Polypodium lepidopteris,yes,Polypodium
Polypodium leucorhizon,yes,Polypodium
Polypodium martensii,yes,Polypodium
Polypodium plectolepis,yes,Polypodium
Polypodium polycarpon,yes,Polypodium
Polypodium polypodioides var. michauxianum,no,
Polypodium puberulum,yes,Polypodium
Polypodium sarmentosum,yes,Polypodium
Polypodium squamulosum,yes,Polypodium
Polypodium subpetiolatum,yes,Polypodium
Polypodium taeniatum,yes,Polypodium
Polypodium wrightii,yes,Polypodium
Polypodium zippelii,yes,Polypodium
Polyscias fruticosa,yes,Polyscias
Polystachya adansoniae,yes,Polystachya
Polystachya campyloglossa,yes,Polystachya
Polystachya holstii,yes,Polystachya
Polystachya masayensis,yes,Polystachya
Polystichum andersonii,yes,Polystichum
Polystichum craspedosorum,yes,Polystichum
Polystichum kruckebergii,yes,Polystichum
Polystichum sodiroi,yes,Polystichum
Pomaderris ferruginea,yes,Pomaderris
Ponera juncifolia,yes,Ponera
Popowia,yes,ANNONACEAE
Popowia obovata,yes,Popowia
Populus brandegeei,yes,Populus
Populus brandegeei var. glabra,yes,Populus brandegeei
Populus grandidentata,yes,Populus
Populus macdougallii,yes,Populus
Portulaca afra,yes,Portulaca
Portulaca gilliesii,yes,Portulaca
Portulaca howellii,yes,Portulaca
Potamogeton lucens,yes,Potamogeton
Potamogeton pectinatus,yes,Potamogeton
Potentilla anserina var. grandis,no,
Potentilla egedii,yes,Potentilla
Potentilla egedii var. grandis,yes,Potentilla egedii
Potentilla gordonii,yes,Potentilla
Potentilla gracilis var. pulcherrima,no,
Prasium,yes,LAMIACEAE
Prasium majus L.,yes,Prasium
Prenia,yes,AIZOACEAE
Prenia relaxata,yes,Prenia
Priestleya hirsuta,yes,Priestleya
Primula alpicola,yes,Primula
Primula alpicola var. alba,yes,Primula alpicola
Primula anisodora,yes,Primula
Primula aurantiaca,yes,Primula
Primula burmanica,yes,Primula
Primula capitata subsp. mooreana,no,
Primula cawdoriana,yes,Primula
Primula chungensis,yes,Primula
Primula cortusoides,yes,Primula
Primula frondosa,yes,Primula
Primula melanops,yes,Primula
Primula officinalis,yes,Primula
Primula pallasii,yes,Primula
Primula pulverulenta,yes,Primula
Primula reidii,yes,Primula
Primula reidii var. williamsii,yes,Primula reidii
Primula saxatilis,yes,Primula
Primula sibthorpii,yes,Primula
Primula yargongensis,yes,Primula
Prionium,yes,THURNIACEAE
Prionium serratum,yes,Prionium
Pritchardia hillebrandii,yes,Pritchardia
Pritchardia thurstonii,yes,Pritchardia
Prostanthera caerulea,yes,Prostanthera
Prostanthera magnifica,yes,Prostanthera
Prostanthera ovalifolia,yes,Prostanthera
Prostanthera phylicifolia,yes,Prostanthera
Protea cedromontana,yes,Protea
Protea compacta,yes,Protea
Protea decurrens,yes,Protea
Protea grandiceps,yes,Protea
Protea incompta,yes,Protea
Protea lacticolor,yes,Protea
Protea laurifolia,yes,Protea
Protea lepidocarpodendron,yes,Protea
Protea longiflora,yes,Protea
Protea longifolia,yes,Protea
Protea minor,yes,Protea
Protea obtusifolia,yes,Protea
Protea oleracea,yes,Protea
Protea pendula,yes,Protea
Protea restionifolia,yes,Protea
Prunella asiatica,yes,Prunella
Prunus bucharica,yes,Prunus
Prunus dulcis var. amara,yes,Prunus dulcis
Prunus glandulosa,yes,Prunus
Prunus glandulosa var. alba,yes,Prunus glandulosa
Prunus glandulosa var. sinensis,yes,Prunus glandulosa
Prunus lusitanica,yes,Prunus
Prunus pseudocerasus,yes,Prunus
Prunus scoparia,yes,Prunus
Prunus triloba,yes,Prunus
Psammophora herrei,yes,Psammophora
Psathyrotes,yes,ASTERACEAE
Psathyrotes ramosissima,yes,Psathyrotes
Pseudogynoxys,yes,ASTERACEAE
Pseudogynoxys cordifolia,yes,Pseudogynoxys
Pseudogynoxys sonchoides,yes,Pseudogynoxys
Pseudolobivia torrecillasensis,yes,Pseudolobivia
Pseudomussaenda,yes,RUBIACEAE
Pseudomussaenda capsulifera,yes,Pseudomussaenda
Pseudosedum,yes,CRASSULACEAE
Pseudosedum longidentatum,yes,Pseudosedum
Pseudotsuga menziesii (Mirb.) Franco var. menziesii,yes,Pseudotsuga menziesii (Mirb.) Franco
Psoralea adscendens,yes,Psoralea
Psychotria daphnoides,yes,Psychotria
Psychotria maingayi,yes,Psychotria
Pteleopsis,yes,COMBRETACEAE
Pteleopsis myrtifolia,yes,Pteleopsis
Pteridium aquilinum var. lanuginosum,no,
Pteris adiantoides,yes,Pteris
Pteris ensiformis,yes,Pteris
Pteris inaequalis,yes,Pteris
Pteris inaequalis var. simplicior,yes,Pteris inaequalis
Pteris parkeri,yes,Pteris
Pteris quadriaurita var. argyraea,no,
Pteris serrulata,yes,Pteris
Pteris umbrosa,yes,Pteris
Pterocarpus angolensis,yes,Pterocarpus
Pterocelastrus,yes,CELASTRACEAE
Pterocelastrus rostratus,yes,Pterocelastrus
Pterocelastrus tricuspidatus,yes,Pterocelastrus
Pteroceltis,yes,CANNABACEAE
Pteroceltis tatarinowii,yes,Pteroceltis
Pterocephalus,yes,CAPRIFOLIACEAE
Pterocephalus parnassi,yes,Pterocephalus
Pterodiscus aurantiacus,yes,Pterodiscus
Pterodiscus somaliensis,yes,Pterodiscus
Pterodiscus wellbyi,yes,Pterodiscus
Pterostylis baptistii,yes,Pterostylis
Pterostylis nana,yes,Pterostylis
Pterostylis obtusa,yes,Pterostylis
Pterostylis pedunculata,yes,Pterostylis
Pterostylis robusta,yes,Pterostylis
Pterostyrax psilophyllus Diels ex Perkins,yes,Pterostyrax
Ptilotus exaltatus,yes,Ptilotus
Ptilotus grandiflorus,yes,Ptilotus
Ptilotus nobilis,yes,Ptilotus
Ptilotus obovatus,yes,Ptilotus
Pulicaria canariensis,yes,Pulicaria
Pulsatilla nigricans,yes,Pulsatilla
Pultenaea subspicata,yes,Pultenaea
Puya ferreyrae,yes,Puya
Puya glabrescens,yes,Puya
Puya longistyla,yes,Puya
Puya trianae,yes,Puya
Puya tristis,yes,Puya
Pycnostachys,yes,LAMIACEAE
Pycnostachys stuhlmannii,yes,Pycnostachys
Pyracantha coccinea,yes,Pyracantha
Pyrenaria acuminata,yes,Pyrenaria
Pyrethrum,yes,ASTERACEAE
Pyrethrum ferulaceum,yes,Pyrethrum
Pyrola,yes,ERICACEAE
Pyrola asarifolia,yes,Pyrola
Pyrola asarifolia var. bracteata,yes,Pyrola asarifolia
Pyrolirion,yes,AMARYLLIDACEAE
Pyrolirion aureum,yes,Pyrolirion
Pyrolirion flavum,yes,Pyrolirion
Pyrrhocactus garaventae,yes,Pyrrhocactus
Pyrrhocactus iquiquensis,yes,Pyrrhocactus
Pyrrhocactus simulans,yes,Pyrrhocactus
Pyrrhocactus umadeave,yes,Pyrrhocactus
Pyrrosia adnascens,yes,Pyrrosia
Pyrrosia hastata,yes,Pyrrosia
Pyrrosia linearifolia,yes,Pyrrosia
Pyrrosia pekinensis,yes,Pyrrosia
Pyrus amygdaliformis Vill.,yes,Pyrus
Pyrus betulifolia,yes,Pyrus
Pyrus elaeagrifolia,yes,Pyrus
Pyrus salicifolia,yes,Pyrus
Quercus chenii,yes,Quercus
Quercus cornea,yes,Quercus
Quercus deserticola,yes,Quercus
Quercus fulva,yes,Quercus
Quercus palustris,yes,Quercus
Quercus trojana Webb,yes,Quercus
Racinaea,yes,BROMELIACEAE
Railliardia,yes,ASTERACEAE
Railliardia menziesii,yes,Railliardia
Railliardia scabra,yes,Railliardia
Ramelia,yes,EUPHORBIACEAE
Rangaeris amaniensis,yes,Rangaeris
Ranunculus alismifolius var. alismellus,no,
Ranunculus anemoneus,yes,Ranunculus
Ranunculus aquatilis subsp. marizii,yes,Ranunculus aquatilis
Ranunculus cassubicus,yes,Ranunculus
Ranunculus krapfia,yes,Ranunculus
Ranunculus muricatus,yes,Ranunculus
Ranunculus polyanthemos,yes,Ranunculus
Ranunculus sardous,yes,Ranunculus
Raoulia subsericea,yes,Raoulia
Rapanea mccomishii,yes,Rapanea
Rapanea myricoides,yes,Rapanea
Reaumuria hypericoides,yes,Reaumuria
Rebutia albiflora,yes,Rebutia
Rebutia blossfeldii,yes,Rebutia
Rebutia fulviseta,yes,Rebutia
Rebutia haefneriana,yes,Rebutia
Rebutia krainziana,yes,Rebutia
Rebutia pseudominuscula,yes,Rebutia
Rebutia sarothroides,yes,Rebutia
Rebutia senilis var. iseliniana,no,
Rebutia tunariensis,yes,Rebutia
Rebutia violaciflora,yes,Rebutia
Rebutia xanthocarpa var. citricarpa,no,
Rechsteineria,yes,GESNERIACEAE
Rechsteineria leucotricha,yes,Rechsteineria
Rehmannia elata,yes,Rehmannia
Reinwardtia,yes,LINACEAE
Restio micans,yes,Restio
Restio pallens,yes,Restio
Restio subverticillatus,yes,Restio
Rhagodia nutans,yes,Rhagodia
Rhagodia preissii,yes,Rhagodia
Rhagodia triandra,yes,Rhagodia
Rhamnus californica var. tomentella,no,
Rhamnus capreifolia,yes,Rhamnus
Rhamnus capreifolia var. grandifolia,yes,Rhamnus capreifolia
Rhamnus crocea subsp. pirifolia,no,
Rhamnus crocea var. ilicifolia,no,
Rhamnus ludovici-salvatoris,yes,Rhamnus
Rhamnus staddo,yes,Rhamnus
Rhamnus surotatensis,yes,Rhamnus
Rheum ×,no,
Rheum Ã— hybridum,no,
Rhigozum obovatum,yes,Rhigozum
Rhigozum trichotomum,yes,Rhigozum
Rhinanthus serotinus,yes,Rhinanthus
Rhipsalis asperula,yes,Rhipsalis
Rhipsalis cereoides,yes,Rhipsalis
Rhipsalis coriacea,yes,Rhipsalis
Rhipsalis gibberula,yes,Rhipsalis
Rhipsalis lindbergiana,yes,Rhipsalis
Rhipsalis pentaptera,yes,Rhipsalis
Rhipsalis pittieri,yes,Rhipsalis
Rhipsalis pulchra,yes,Rhipsalis
Rhipsalis puniceodiscus,yes,Rhipsalis
Rhodamnia,yes,MYRTACEAE
Rhodamnia trinervia,yes,Rhodamnia
Rhodiola linearifolia,yes,Rhodiola
Rhodocodon,yes,ASPARAGACEAE
Rhodocodon madagascariensis,yes,Rhodocodon
Rhododendron ×,no,
Rhododendron aberconwayi,yes,Rhododendron
Rhododendron aechmophyllum,yes,Rhododendron
Rhododendron aeruginosum,yes,Rhododendron
Rhododendron Ã— erythrocalyx,no,
Rhododendron apodectum,yes,Rhododendron
Rhododendron bodinieri,yes,Rhododendron
Rhododendron caeruleum,yes,Rhododendron
Rhododendron carolinianum,yes,Rhododendron
Rhododendron chartophyllum,yes,Rhododendron
Rhododendron chasmanthum,yes,Rhododendron
Rhododendron christianiae,yes,Rhododendron
Rhododendron chrysanthum,yes,Rhododendron
Rhododendron cinnabarinum var. roylei,yes,Rhododendron cinnabarinum
Rhododendron citriniflorum Balf.f. &amp; Forrest var. citriniflorum,yes,Rhododendron citriniflorum Balf.f. &amp; Forrest
Rhododendron culminicola,yes,Rhododendron
Rhododendron culminicola var. angiense,yes,Rhododendron culminicola
Rhododendron cuneatum W.W. Sm.,yes,Lapponica
Rhododendron dianthosmum,yes,Rhododendron
Rhododendron dichroanthum Diels subsp. scyphocalyx,yes,Rhododendron dichroanthum Diels
Rhododendron didymum,yes,Rhododendron
Rhododendron dielsianum,yes,Rhododendron
Rhododendron dielsianum var. stylotrichum,yes,Rhododendron dielsianum
Rhododendron eclecteum,yes,Rhododendron
Rhododendron eclecteum var. brachyandrum,yes,Rhododendron eclecteum
Rhododendron farrerae,yes,Rhododendron
Rhododendron fastigiatum Franch.,yes,Lapponica
Rhododendron fastigiatum Franch.  'Indigo Steel',yes,Rhododendron fastigiatum Franch.
Rhododendron fictolacteum,yes,Rhododendron
Rhododendron fumidum,yes,Rhododendron
Rhododendron gaultheriifolium,yes,Rhododendron
Rhododendron haemaleum,yes,Rhododendron
Rhododendron hanceanum Hemsl.,yes,Rhododendron
Rhododendron jasminiflorum,yes,Rhododendron
Rhododendron keysseri,yes,Rhododendron
Rhododendron kotschyi,yes,Rhododendron
Rhododendron leclerei,yes,Rhododendron
Rhododendron longiflorum,yes,Rhododendron
Rhododendron meddianum,yes,Rhododendron
Rhododendron metternichii var. pentamerum,no,
Rhododendron multicolor,yes,Rhododendron
Rhododendron myiagrum,yes,Rhododendron
Rhododendron nitidulum Rehder &amp; E. H. Wilson,yes,Lapponica
Rhododendron nitidulum Rehder &amp; E. H. Wilson var. omeiense Philipson &amp; N.M. Philipson,yes,Rhododendron nitidulum Rehder &amp; E. H. Wilson
Rhododendron nummatum,yes,Rhododendron
Rhododendron pachycarpon,yes,Rhododendron
Rhododendron paludosum,yes,Rhododendron
Rhododendron rhabdotum,yes,Rhododendron
Rhododendron roseum,yes,Rhododendron
Rhododendron saluenense Franch.,yes,Saluenensia
Rhododendron saluenense Franch. subsp. saluenense,yes,Rhododendron saluenense Franch.
Rhododendron scyphocalyx,yes,Rhododendron
Rhododendron sperabile,yes,Rhododendron
Rhododendron taronense,yes,Rhododendron
Rhododendron triumphans,yes,Rhododendron
Rhododendron williamsii,yes,Rhododendron
Rhododendron wrightianum,yes,Rhododendron
Rhododendron wrightianum var. cyclopense,yes,Rhododendron wrightianum
Rhodoleia,yes,HAMAMELIDACEAE
Rhodoleia championii,yes,Rhodoleia
Rhodomyrtus,yes,MYRTACEAE
Rhodomyrtus tomentosa,yes,Rhodomyrtus
Rhodophiala jamesonii,yes,Rhodophiala
Rhodospatha,yes,ARACEAE
Rhodostachys,yes,BROMELIACEAE
Rhodothamnus,yes,ERICACEAE
Rhodothamnus chamaecistus,yes,Rhodothamnus
Rhus simii,yes,Rhus
Rhus thyrsiflora,yes,Rhus
Ribes californicum var. hesperium,no,
Ribes divaricatum var. inerme,no,
Richea continentis,yes,Richea
Ricinocarpos,yes,EUPHORBIACEAE
Ricinocarpos pinifolius,yes,Ricinocarpos
Romanschulzia,yes,BRASSICACEAE
Romanschulzia apetala,yes,Romanschulzia
Romulea aquatica,yes,Romulea
Rorippa amphibia,yes,Rorippa
Rosa bella,yes,Rosa
Rosa cinnamomea,yes,Rosa
Rosa cymosa,yes,Rosa
Rosa davidii,yes,Rosa
Rosa filipes,yes,Rosa
Rosa saturata,yes,Rosa
Rosularia,yes,CRASSULACEAE
Rosularia libanotica,yes,Rosularia
Rosularia pallida,yes,Rosularia
Roucheria,yes,LINACEAE
Rubus bartonianus,yes,Rubus
Rubus flosculosus,yes,Rubus
Rubus kingaensis,yes,Rubus
Ruellia insignis,yes,Ruellia
Runyonia,yes,ASPARAGACEAE
Runyonia longiflora,yes,Runyonia
Ruschia albiflora,yes,Ruschia
Ruschia pusilla,yes,Ruschia
Ruschia rigens,yes,Ruschia
Ruschia strubeniae,yes,Ruschia
Ruschia uncinella,yes,Ruschia
Ruscus hyrcanus,yes,Ruscus
Ruta corsica,yes,Ruta
Ruta pinnata,yes,Ruta
Sabal jamaicensis,yes,Sabal
Sabal mauritiiformis,yes,Sabal
Sabazia,yes,ASTERACEAE
Sabazia densa,yes,Sabazia
Saccolabium,yes,ORCHIDACEAE
Saccolabium ampullaceum,yes,Saccolabium
Sadleria unisora,yes,Sadleria
Saffordia,yes,PTERIDACEAE
Saffordia induta,yes,Saffordia
Sagina intermedia,yes,Sagina
Sagittaria platyphylla,yes,Sagittaria
Sagittaria trifolia,yes,Sagittaria
Sagittaria trifolia var. edulis,yes,Sagittaria trifolia
Saintpaulia ionantha,yes,Saintpaulia
Salicornia,yes,AMARANTHACEAE
Salicornia virginica,yes,Salicornia
Salix matsudana,yes,Salix
Salix nivalis,yes,Salix
Salvadora,yes,SALVADORACEAE
SALVADORACEAE,no,
Salvadora persica,yes,Salvadora
Salvia africana,yes,Salvia
Salvia amara,yes,Salvia
Salvia leonuroides,yes,Salvia
Salvia sessei,yes,Salvia
Salvia splendens,yes,Salvia
Salvia squalens,yes,Salvia
Salvia taraxacifolia,yes,Salvia
Salvia thymoides,yes,Salvia
Salvia vaseyi,yes,Salvia
Salvia xanthophylla,yes,Salvia
Sanguinella,yes,POACEAE
Sanicula trifoliata,yes,Sanicula
Sansevieria hallii,yes,Sansevieria
Sansevieria liberica,yes,Sansevieria
Santalum,yes,SANTALACEAE
Santalum acuminatum,yes,Santalum
Santolina pinnata,yes,Santolina
Sapindus oahuensis,yes,Sapindus
Sapium discolor,yes,Sapium
Sapium patagonicum,yes,Sapium
Saponaria pulvinaris,yes,Saponaria
SARCOBATACEAE,no,
Sarcocaulon burmanni,yes,Sarcocaulon
Sarcocaulon patersonii,yes,Sarcocaulon
Sarcocaulon spinosum,yes,Sarcocaulon
Sarcocaulon vanderietiae,yes,Sarcocaulon
Sarcochilus segawae,yes,Sarcochilus
Sarcocolla,yes,PENAEACEAE
Sarcocolla tetragona,yes,Sarcocolla
Sarcostemma australe,yes,Sarcostemma
Sasa kurilensis,yes,Sasa
Satureja glabella,yes,Satureja
Satureja hortensis,yes,Satureja
Satureja intricata,yes,Satureja
Satureja montana subsp. illyrica,no,
Sauromatum,yes,ARACEAE
Sauromatum guttatum,yes,Sauromatum
Sauromatum guttatum var. venosum,yes,Sauromatum guttatum
Sauromatum nubicum,yes,Sauromatum
Sauropus,yes,PHYLLANTHACEAE
Sauropus androgynus (L.) Merr.,yes,Sauropus
Saxifraga arguta,yes,Saxifraga
Saxifraga aspera,yes,Saxifraga
Saxifraga cotyledon,yes,Saxifraga
Saxifraga tolmiei,yes,Saxifraga
Scabiosa variifolia,yes,Scabiosa
Scabiosa wulfenii,yes,Scabiosa
Scaevola,yes,GOODENIACEAE
Scaevola crassifolia,yes,Scaevola
Scaevola lobelia,yes,Scaevola
Scaevola micrantha C. Presl,yes,Scaevola
Scaevola procera,yes,Scaevola
Scalesia,yes,ASTERACEAE
Scalesia affinis,yes,Scalesia
Scalesia pedunculata,yes,Scalesia
Scaphyglottis acostae,yes,Scaphyglottis
Scaphyglottis crurigera,yes,Scaphyglottis
Schistocarpha,yes,ASTERACEAE
Schistocarpha oppositifolia,yes,Schistocarpha
Schizanthus integrifolius,yes,Schizanthus
Schizocapsa,yes,DIOSCOREACEAE
Schizocapsa plantaginea,yes,Schizocapsa
Schizostylis,yes,IRIDACEAE
Schizostylis coccinea,yes,Schizostylis
Schotia speciosa,yes,Schotia
Schotia transvaalensis,yes,Schotia
Scilla biflora,yes,Scilla
Scilla haemorrhoidalis,yes,Scilla
Scilla rautanenii,yes,Scilla
Sclerocactus whipplei,yes,Sclerocactus
Sclerocarya,yes,ANACARDIACEAE
Sclerocarya schweinfurthiana,yes,Sclerocarya
Scoparia,yes,PLANTAGINACEAE
Scoparia dulcis,yes,Scoparia
Scribneria,yes,POACEAE
Scribneria bolanderi,yes,Scribneria
Scrophularia grayana,yes,Scrophularia
Scrophularia villosa,yes,Scrophularia
Scutellaria bolanderi,yes,Scutellaria
Sebastiania,yes,EUPHORBIACEAE
Sebastiania pringlei,yes,Sebastiania
Secamone,yes,APOCYNACEAE
Secamone afzelii,yes,Secamone
Sedum acre,yes,Sedum
Sedum adolphi,yes,Sedum
Sedum album var. micranthum,no,
Sedum alfredi,yes,Sedum
Sedum alfredi var. nagasakianum,yes,Sedum alfredi
Sedum ambiflorum,yes,Sedum
Sedum bulbiferum,yes,Sedum
Sedum chapalense,yes,Sedum
Sedum corynephyllum,yes,Sedum
Sedum cupressoides,yes,Sedum
Sedum cuspidatum,yes,Sedum
Sedum debile,yes,Sedum
Sedum formosanum,yes,Sedum
Sedum glaucophyllum,yes,Sedum
Sedum greggii,yes,Sedum
Sedum havardii,yes,Sedum
Sedum himalense,yes,Sedum
Sedum lineare,yes,Sedum
Sedum luteovirens,yes,Sedum
Sedum morganianum,yes,Sedum
Sedum multiceps,yes,Sedum
Sedum nanifolium,yes,Sedum
Sedum ochroleucum var. montanum,no,
Sedum okuyamae,yes,Sedum
Sedum pachyphyllum,yes,Sedum
Sedum polytrichoides,yes,Sedum
Sedum pubescens,yes,Sedum
Sedum pulvinatum,yes,Sedum
Sedum purpureoviride,yes,Sedum
Sedum rosea,yes,Sedum
Sedum rosea subsp. integrifolium,yes,Sedum rosea
Sedum rubens,yes,Sedum
Sedum rupestre subsp. montanum,no,
Sedum rupifragum,yes,Sedum
Sedum sarmentosum,yes,Sedum
Sedum sordidum,yes,Sedum
Sedum spathulifolium subsp. anomalum,no,
Sedum spathulifolium subsp. pruinosum,no,
Sedum spurium,yes,Sedum
Sedum stenopetalum subsp. ciliosum,no,
Sedum taquetii,yes,Sedum
Sedum telephioides,yes,Sedum
Sedum tenellum,yes,Sedum
Sedum treleasei,yes,Sedum
Sedum uniflorum,yes,Sedum
Sedum viride,yes,Sedum
Sedum viridescens,yes,Sedum
Sedum wrightii,yes,Sedum
Sedum yabeanum,yes,Sedum
Sedum yezoense,yes,Sedum
Selaginella apoda,yes,Selaginella
Selaginella feei,yes,Selaginella
Selaginella pilifera,yes,Selaginella
Selaginella underwoodii,yes,Selaginella
Selaginella wallacei Hieron.,yes,Selaginella
Selaginella wrightii,yes,Selaginella
Selenicereus hondurensis,yes,Selenicereus
Selenicereus kunthianus,yes,Selenicereus
Selenicereus murrillii,yes,Selenicereus
Selenicereus pteranthus,yes,Selenicereus
Selenicereus vagans,yes,Selenicereus
Selloa,yes,ASTERACEAE
Sempervivum ×,no,
Sempervivum Ã— funkii,no,
Sempervivum allionii,yes,Sempervivum
